Year,Round,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,college_id,branch_id
2024,5,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),424,424,67d46f0d7ee10606e96d055f,67d46d4be89b5e36d438abea
2024,5,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,631,1191,67d46f0d7ee10606e96d055f,67d46d4ce89b5e36d438abfb
2024,5,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),4101,4101,67d46f0d7ee10606e96d055f,67d46d4ce89b5e36d438abfb
2024,5,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OPEN (PwD),Gender-Neutral,139,139,67d46f0d7ee10606e96d055f,67d46d4ce89b5e36d438abfb
2024,5,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,360,360,67d46f0d7ee10606e96d055f,67d46d4ce89b5e36d438abfb
2024,5,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,EWS,Female-only (including Supernumerary),1490,1490,67d46f0d7ee10606e96d055f,67d46d4ce89b5e36d438abfb
2024,5,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,1106,1291,67d46f0d7ee10606e96d055f,67d46d4ce89b5e36d438abfb
2024,5,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only (including Supernumerary),3479,3479,67d46f0d7ee10606e96d055f,67d46d4ce89b5e36d438abfb
2024,5,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,521,545,67d46f0d7ee10606e96d055f,67d46d4ce89b5e36d438abfb
2024,5,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,SC,Female-only (including Supernumerary),1438,1438,67d46f0d7ee10606e96d055f,67d46d4ce89b5e36d438abfb
